r,l,f,y,Demand
"Atlantis_00A","IN","HF_Industry",2023,0
"Atlantis_00A","IN","HF_Industry",2024,0
"Atlantis_00A","IN","HF_Industry",2025,0
"Atlantis_00A","IN","HF_Industry",2026,0
"Atlantis_00A","IN","HF_Industry",2027,0
"Atlantis_00A","IN","HF_Industry",2028,0
"Atlantis_00A","IN","HF_Industry",2029,0
"Atlantis_00A","IN","HF_Industry",2030,0
"Atlantis_00A","IN","HF_Industry",2031,0
"Atlantis_00A","IN","HF_Industry",2032,0
"Atlantis_00A","IN","HF_Industry",2033,0
"Atlantis_00A","IN","HF_Industry",2034,0
"Atlantis_00A","IN","HF_Industry",2035,0
"Atlantis_00A","IN","HF_Industry",2036,0
"Atlantis_00A","IN","HF_Industry",2037,0
"Atlantis_00A","IN","HF_Industry",2038,0
"Atlantis_00A","IN","HF_Industry",2039,0
"Atlantis_00A","IN","HF_Industry",2040,0
"Atlantis_00A","IN","HF_Industry",2041,0
"Atlantis_00A","IN","HF_Industry",2042,0
"Atlantis_00A","IN","HF_Industry",2043,0
"Atlantis_00A","IN","HF_Industry",2044,0
"Atlantis_00A","IN","HF_Industry",2045,0
"Atlantis_00A","IN","HF_Industry",2046,0
"Atlantis_00A","IN","HF_Industry",2047,0
"Atlantis_00A","IN","HF_Industry",2048,0
"Atlantis_00A","IN","HF_Industry",2049,0
"Atlantis_00A","IN","HF_Industry",2050,0
"Atlantis_00A","IN","HF_Industry",2051,0
"Atlantis_00A","IN","HF_Industry",2052,0
"Atlantis_00A","IN","HF_Industry",2053,0
"Atlantis_00A","IN","HF_Industry",2054,0
"Atlantis_00A","IN","HF_Industry",2055,0
"Atlantis_00A","IN","HF_Others",2014,0
"Atlantis_00A","IN","HF_Others",2015,0
"Atlantis_00A","IN","HF_Others",2016,0
"Atlantis_00A","IN","HF_Others",2017,0
"Atlantis_00A","IN","HF_Others",2018,0
"Atlantis_00A","IN","HF_Others",2019,0
"Atlantis_00A","IN","HF_Others",2020,0
"Atlantis_00A","IN","HF_Others",2021,0
"Atlantis_00A","IN","HF_Others",2022,0
"Atlantis_00A","IN","HF_Others",2023,0
"Atlantis_00A","IN","HF_Others",2024,0
"Atlantis_00A","IN","HF_Others",2025,0
"Atlantis_00A","IN","HF_Others",2026,0
"Atlantis_00A","IN","HF_Others",2027,0
"Atlantis_00A","IN","HF_Others",2028,0
"Atlantis_00A","IN","HF_Others",2029,0
"Atlantis_00A","IN","HF_Others",2030,0
"Atlantis_00A","IN","HF_Others",2031,0
"Atlantis_00A","IN","HF_Others",2032,0
"Atlantis_00A","IN","HF_Others",2033,0
"Atlantis_00A","IN","HF_Others",2034,0
"Atlantis_00A","IN","HF_Others",2035,0
"Atlantis_00A","IN","HF_Others",2036,0
"Atlantis_00A","IN","HF_Others",2037,0
"Atlantis_00A","IN","HF_Others",2038,0
"Atlantis_00A","IN","HF_Others",2039,0
"Atlantis_00A","IN","HF_Others",2040,0
"Atlantis_00A","IN","HF_Others",2041,0
"Atlantis_00A","IN","HF_Others",2042,0
"Atlantis_00A","IN","HF_Others",2043,0
"Atlantis_00A","IN","HF_Others",2044,0
"Atlantis_00A","IN","HF_Others",2045,0
"Atlantis_00A","IN","HF_Others",2046,0
"Atlantis_00A","IN","HF_Others",2047,0
"Atlantis_00A","IN","HF_Others",2048,0
"Atlantis_00A","IN","HF_Others",2049,0
"Atlantis_00A","IN","HF_Others",2050,0
"Atlantis_00A","IN","HF_Others",2051,0
"Atlantis_00A","IN","HF_Others",2052,0
"Atlantis_00A","IN","HF_Others",2053,0
"Atlantis_00A","IN","HF_Others",2054,0
"Atlantis_00A","IN","HF_Others",2055,0
"Atlantis_00A","IN","HF_Residential",2014,0
"Atlantis_00A","IN","HF_Residential",2015,0
"Atlantis_00A","IN","HF_Residential",2016,0
"Atlantis_00A","IN","HF_Residential",2017,0
"Atlantis_00A","IN","HF_Residential",2018,0
"Atlantis_00A","IN","HF_Residential",2019,0
"Atlantis_00A","IN","HF_Residential",2020,0
"Atlantis_00A","IN","HF_Residential",2021,0
"Atlantis_00A","IN","HF_Residential",2022,0
"Atlantis_00A","IN","HF_Residential",2023,0
"Atlantis_00A","IN","HF_Residential",2024,0
"Atlantis_00A","IN","HF_Residential",2025,0
"Atlantis_00A","IN","HF_Residential",2026,0
"Atlantis_00A","IN","HF_Residential",2027,0
"Atlantis_00A","IN","HF_Residential",2028,0
"Atlantis_00A","IN","HF_Residential",2029,0
"Atlantis_00A","IN","HF_Residential",2030,0
"Atlantis_00A","IN","HF_Residential",2031,0
"Atlantis_00A","IN","HF_Residential",2032,0
"Atlantis_00A","IN","HF_Residential",2033,0
"Atlantis_00A","IN","HF_Residential",2034,0
"Atlantis_00A","IN","HF_Residential",2035,0
"Atlantis_00A","IN","HF_Residential",2036,0
"Atlantis_00A","IN","HF_Residential",2037,0
"Atlantis_00A","IN","HF_Residential",2038,0
"Atlantis_00A","IN","HF_Residential",2039,0
"Atlantis_00A","IN","HF_Residential",2040,0
"Atlantis_00A","IN","HF_Residential",2041,0
"Atlantis_00A","IN","HF_Residential",2042,0
"Atlantis_00A","IN","HF_Residential",2043,0
"Atlantis_00A","IN","HF_Residential",2044,0
"Atlantis_00A","IN","HF_Residential",2045,0
"Atlantis_00A","IN","HF_Residential",2046,0
"Atlantis_00A","IN","HF_Residential",2047,0
"Atlantis_00A","IN","HF_Residential",2048,0
"Atlantis_00A","IN","HF_Residential",2049,0
"Atlantis_00A","IN","HF_Residential",2050,0
"Atlantis_00A","IN","HF_Residential",2051,0
"Atlantis_00A","IN","HF_Residential",2052,0
"Atlantis_00A","IN","HF_Residential",2053,0
"Atlantis_00A","IN","HF_Residential",2054,0
"Atlantis_00A","IN","HF_Residential",2055,0
"Atlantis_00A","IN","HF_Services",2014,0
"Atlantis_00A","IN","HF_Services",2015,0
"Atlantis_00A","IN","HF_Services",2016,0
"Atlantis_00A","IN","HF_Services",2017,0
"Atlantis_00A","IN","HF_Services",2018,0
"Atlantis_00A","IN","HF_Services",2019,0
"Atlantis_00A","IN","HF_Services",2020,0
"Atlantis_00A","IN","HF_Services",2021,0
"Atlantis_00A","IN","HF_Services",2022,0
"Atlantis_00A","IN","HF_Services",2023,0
"Atlantis_00A","IN","HF_Services",2024,0
"Atlantis_00A","IN","HF_Services",2025,0
"Atlantis_00A","IN","HF_Services",2026,0
"Atlantis_00A","IN","HF_Services",2027,0
"Atlantis_00A","IN","HF_Services",2028,0
"Atlantis_00A","IN","HF_Services",2029,0
"Atlantis_00A","IN","HF_Services",2030,0
"Atlantis_00A","IN","HF_Services",2031,0
"Atlantis_00A","IN","HF_Services",2032,0
"Atlantis_00A","IN","HF_Services",2033,0
"Atlantis_00A","IN","HF_Services",2034,0
"Atlantis_00A","IN","HF_Services",2035,0
"Atlantis_00A","IN","HF_Services",2036,0
"Atlantis_00A","IN","HF_Services",2037,0
"Atlantis_00A","IN","HF_Services",2038,0
"Atlantis_00A","IN","HF_Services",2039,0
"Atlantis_00A","IN","HF_Services",2040,0
"Atlantis_00A","IN","HF_Services",2041,0
"Atlantis_00A","IN","HF_Services",2042,0
"Atlantis_00A","IN","HF_Services",2043,0
"Atlantis_00A","IN","HF_Services",2044,0
"Atlantis_00A","IN","HF_Services",2045,0
"Atlantis_00A","IN","HF_Services",2046,0
"Atlantis_00A","IN","HF_Services",2047,0
"Atlantis_00A","IN","HF_Services",2048,0
"Atlantis_00A","IN","HF_Services",2049,0
"Atlantis_00A","IN","HF_Services",2050,0
"Atlantis_00A","IN","HF_Services",2051,0
"Atlantis_00A","IN","HF_Services",2052,0
"Atlantis_00A","IN","HF_Services",2053,0
"Atlantis_00A","IN","HF_Services",2054,0
"Atlantis_00A","IN","HF_Services",2055,0
"Atlantis_00A","IN","HF_Transport",2014,0
"Atlantis_00A","IN","HF_Transport",2015,0
"Atlantis_00A","IN","HF_Transport",2016,0
"Atlantis_00A","IN","HF_Transport",2017,0
"Atlantis_00A","IN","HF_Transport",2018,0
"Atlantis_00A","IN","HF_Transport",2019,0
"Atlantis_00A","IN","HF_Transport",2020,0
"Atlantis_00A","IN","HF_Transport",2021,0
"Atlantis_00A","IN","HF_Transport",2022,0
"Atlantis_00A","IN","HF_Transport",2023,0
"Atlantis_00A","IN","HF_Transport",2024,0
"Atlantis_00A","IN","HF_Transport",2025,0
"Atlantis_00A","IN","HF_Transport",2026,0
"Atlantis_00A","IN","HF_Transport",2027,0
"Atlantis_00A","IN","HF_Transport",2028,0
"Atlantis_00A","IN","HF_Transport",2029,0
"Atlantis_00A","IN","HF_Transport",2030,0
"Atlantis_00A","IN","HF_Transport",2031,0
"Atlantis_00A","IN","HF_Transport",2032,0
"Atlantis_00A","IN","HF_Transport",2033,0
"Atlantis_00A","IN","HF_Transport",2034,0
"Atlantis_00A","IN","HF_Transport",2035,0
"Atlantis_00A","IN","HF_Transport",2036,0
"Atlantis_00A","IN","HF_Transport",2037,0
"Atlantis_00A","IN","HF_Transport",2038,0
"Atlantis_00A","IN","HF_Transport",2039,0
"Atlantis_00A","IN","HF_Transport",2040,0
"Atlantis_00A","IN","HF_Transport",2041,0
"Atlantis_00A","IN","HF_Transport",2042,0
"Atlantis_00A","IN","HF_Transport",2043,0
"Atlantis_00A","IN","HF_Transport",2044,0
"Atlantis_00A","IN","HF_Transport",2045,0
"Atlantis_00A","IN","HF_Transport",2046,0
"Atlantis_00A","IN","HF_Transport",2047,0
"Atlantis_00A","IN","HF_Transport",2048,0
"Atlantis_00A","IN","HF_Transport",2049,0
"Atlantis_00A","IN","HF_Transport",2050,0
"Atlantis_00A","IN","HF_Transport",2051,0
"Atlantis_00A","IN","HF_Transport",2052,0
"Atlantis_00A","IN","HF_Transport",2053,0
"Atlantis_00A","IN","HF_Transport",2054,0
"Atlantis_00A","IN","HF_Transport",2055,0
"Atlantis_00A","IN","NG",2014,0
"Atlantis_00A","IN","NG",2015,0
"Atlantis_00A","IN","NG",2016,0
"Atlantis_00A","IN","NG",2017,0
"Atlantis_00A","IN","NG",2018,0
"Atlantis_00A","IN","NG",2019,0
"Atlantis_00A","IN","NG",2020,0
"Atlantis_00A","IN","NG",2021,0
"Atlantis_00A","IN","NG",2022,0
"Atlantis_00A","IN","NG",2023,0
"Atlantis_00A","IN","NG",2024,0
"Atlantis_00A","IN","NG",2025,0
"Atlantis_00A","IN","NG",2026,0
"Atlantis_00A","IN","NG",2027,0
"Atlantis_00A","IN","NG",2028,0
"Atlantis_00A","IN","NG",2029,0
"Atlantis_00A","IN","NG",2030,0
"Atlantis_00A","IN","NG",2031,0
"Atlantis_00A","IN","NG",2032,0
"Atlantis_00A","IN","NG",2033,0
"Atlantis_00A","IN","NG",2034,0
"Atlantis_00A","IN","NG",2035,0
"Atlantis_00A","IN","NG",2036,0
"Atlantis_00A","IN","NG",2037,0
"Atlantis_00A","IN","NG",2038,0
"Atlantis_00A","IN","NG",2039,0
"Atlantis_00A","IN","NG",2040,0
"Atlantis_00A","IN","NG",2041,0
"Atlantis_00A","IN","NG",2042,0
"Atlantis_00A","IN","NG",2043,0
"Atlantis_00A","IN","NG",2044,0
"Atlantis_00A","IN","NG",2045,0
"Atlantis_00A","IN","NG",2046,0
"Atlantis_00A","IN","NG",2047,0
"Atlantis_00A","IN","NG",2048,0
"Atlantis_00A","IN","NG",2049,0
"Atlantis_00A","IN","NG",2050,0
"Atlantis_00A","IN","NG",2051,0
"Atlantis_00A","IN","NG",2052,0
"Atlantis_00A","IN","NG",2053,0
"Atlantis_00A","IN","NG",2054,0
"Atlantis_00A","IN","NG",2055,0
"Atlantis_00A","IN","NG_Distribution",2014,0
"Atlantis_00A","IN","NG_Distribution",2015,0
"Atlantis_00A","IN","NG_Distribution",2016,0
"Atlantis_00A","IN","NG_Distribution",2017,0
"Atlantis_00A","IN","NG_Distribution",2018,0
"Atlantis_00A","IN","NG_Distribution",2019,0
"Atlantis_00A","IN","NG_Distribution",2020,0
"Atlantis_00A","IN","NG_Distribution",2021,0
"Atlantis_00A","IN","NG_Distribution",2022,0
"Atlantis_00A","IN","NG_Distribution",2023,0
"Atlantis_00A","IN","NG_Distribution",2024,0
"Atlantis_00A","IN","NG_Distribution",2025,0
"Atlantis_00A","IN","NG_Distribution",2026,0
"Atlantis_00A","IN","NG_Distribution",2027,0
"Atlantis_00A","IN","NG_Distribution",2028,0
"Atlantis_00A","IN","NG_Distribution",2029,0
"Atlantis_00A","IN","NG_Distribution",2030,0
"Atlantis_00A","IN","NG_Distribution",2031,0
"Atlantis_00A","IN","NG_Distribution",2032,0
"Atlantis_00A","IN","NG_Distribution",2033,0
"Atlantis_00A","IN","NG_Distribution",2034,0
"Atlantis_00A","IN","NG_Distribution",2035,0
"Atlantis_00A","IN","NG_Distribution",2036,0
"Atlantis_00A","IN","NG_Distribution",2037,0
"Atlantis_00A","IN","NG_Distribution",2038,0
"Atlantis_00A","IN","NG_Distribution",2039,0
"Atlantis_00A","IN","NG_Distribution",2040,0
"Atlantis_00A","IN","NG_Distribution",2041,0
"Atlantis_00A","IN","NG_Distribution",2042,0
"Atlantis_00A","IN","NG_Distribution",2043,0
"Atlantis_00A","IN","NG_Distribution",2044,0
"Atlantis_00A","IN","NG_Distribution",2045,0
"Atlantis_00A","IN","NG_Distribution",2046,0
"Atlantis_00A","IN","NG_Distribution",2047,0
"Atlantis_00A","IN","NG_Distribution",2048,0
"Atlantis_00A","IN","NG_Distribution",2049,0
"Atlantis_00A","IN","NG_Distribution",2050,0
"Atlantis_00A","IN","NG_Distribution",2051,0
"Atlantis_00A","IN","NG_Distribution",2052,0
"Atlantis_00A","IN","NG_Distribution",2053,0
"Atlantis_00A","IN","NG_Distribution",2054,0
"Atlantis_00A","IN","NG_Distribution",2055,0
"Atlantis_00A","IN","NG_Export",2014,0
"Atlantis_00A","IN","NG_Export",2015,0
"Atlantis_00A","IN","NG_Export",2016,0
"Atlantis_00A","IN","NG_Export",2017,0
"Atlantis_00A","IN","NG_Export",2018,0
"Atlantis_00A","IN","NG_Export",2019,0
"Atlantis_00A","IN","NG_Export",2020,0
"Atlantis_00A","IN","NG_Export",2021,0
"Atlantis_00A","IN","NG_Export",2022,0
"Atlantis_00A","IN","NG_Export",2023,0
"Atlantis_00A","IN","NG_Export",2024,0
"Atlantis_00A","IN","NG_Export",2025,0
"Atlantis_00A","IN","NG_Export",2026,0
"Atlantis_00A","IN","NG_Export",2027,0
"Atlantis_00A","IN","NG_Export",2028,0
"Atlantis_00A","IN","NG_Export",2029,0
"Atlantis_00A","IN","NG_Export",2030,0
"Atlantis_00A","IN","NG_Export",2031,0
"Atlantis_00A","IN","NG_Export",2032,0
"Atlantis_00A","IN","NG_Export",2033,0
"Atlantis_00A","IN","NG_Export",2034,0
"Atlantis_00A","IN","NG_Export",2035,0
"Atlantis_00A","IN","NG_Export",2036,0
"Atlantis_00A","IN","NG_Export",2037,0
"Atlantis_00A","IN","NG_Export",2038,0
"Atlantis_00A","IN","NG_Export",2039,0
"Atlantis_00A","IN","NG_Export",2040,0
"Atlantis_00A","IN","NG_Export",2041,0
"Atlantis_00A","IN","NG_Export",2042,0
"Atlantis_00A","IN","NG_Export",2043,0
"Atlantis_00A","IN","NG_Export",2044,0
"Atlantis_00A","IN","NG_Export",2045,0
"Atlantis_00A","IN","NG_Export",2046,0
"Atlantis_00A","IN","NG_Export",2047,0
"Atlantis_00A","IN","NG_Export",2048,0
"Atlantis_00A","IN","NG_Export",2049,0
"Atlantis_00A","IN","NG_Export",2050,0
"Atlantis_00A","IN","NG_Export",2051,0
"Atlantis_00A","IN","NG_Export",2052,0
"Atlantis_00A","IN","NG_Export",2053,0
"Atlantis_00A","IN","NG_Export",2054,0
"Atlantis_00A","IN","NG_Export",2055,0
"Atlantis_00A","IN","NG_Industry",2014,0
"Atlantis_00A","IN","NG_Industry",2015,0
"Atlantis_00A","IN","NG_Industry",2016,0
"Atlantis_00A","IN","NG_Industry",2017,0
"Atlantis_00A","IN","NG_Industry",2018,0
"Atlantis_00A","IN","NG_Industry",2019,0
"Atlantis_00A","IN","NG_Industry",2020,0
"Atlantis_00A","IN","NG_Industry",2021,0
"Atlantis_00A","IN","NG_Industry",2022,0
"Atlantis_00A","IN","NG_Industry",2023,0
"Atlantis_00A","IN","NG_Industry",2024,0
"Atlantis_00A","IN","NG_Industry",2025,0
"Atlantis_00A","IN","NG_Industry",2026,0
"Atlantis_00A","IN","NG_Industry",2027,0
"Atlantis_00A","IN","NG_Industry",2028,0
"Atlantis_00A","IN","NG_Industry",2029,0
"Atlantis_00A","IN","NG_Industry",2030,0
"Atlantis_00A","IN","NG_Industry",2031,0
"Atlantis_00A","IN","NG_Industry",2032,0
"Atlantis_00A","IN","NG_Industry",2033,0
"Atlantis_00A","IN","NG_Industry",2034,0
"Atlantis_00A","IN","NG_Industry",2035,0
"Atlantis_00A","IN","NG_Industry",2036,0
"Atlantis_00A","IN","NG_Industry",2037,0
"Atlantis_00A","IN","NG_Industry",2038,0
"Atlantis_00A","IN","NG_Industry",2039,0
"Atlantis_00A","IN","NG_Industry",2040,0
"Atlantis_00A","IN","NG_Industry",2041,0
"Atlantis_00A","IN","NG_Industry",2042,0
"Atlantis_00A","IN","NG_Industry",2043,0
"Atlantis_00A","IN","NG_Industry",2044,0
"Atlantis_00A","IN","NG_Industry",2045,0
"Atlantis_00A","IN","NG_Industry",2046,0
"Atlantis_00A","IN","NG_Industry",2047,0
"Atlantis_00A","IN","NG_Industry",2048,0
"Atlantis_00A","IN","NG_Industry",2049,0
"Atlantis_00A","IN","NG_Industry",2050,0
"Atlantis_00A","IN","NG_Industry",2051,0
"Atlantis_00A","IN","NG_Industry",2052,0
"Atlantis_00A","IN","NG_Industry",2053,0
"Atlantis_00A","IN","NG_Industry",2054,0
"Atlantis_00A","IN","NG_Industry",2055,0
"Atlantis_00A","IN","NG_Others",2014,0
"Atlantis_00A","IN","NG_Others",2015,0
"Atlantis_00A","IN","NG_Others",2016,0
"Atlantis_00A","IN","NG_Others",2017,0
"Atlantis_00A","IN","NG_Others",2018,0
"Atlantis_00A","IN","NG_Others",2019,0
"Atlantis_00A","IN","NG_Others",2020,0
"Atlantis_00A","IN","NG_Others",2021,0
"Atlantis_00A","IN","NG_Others",2022,0
"Atlantis_00A","IN","NG_Others",2023,0
"Atlantis_00A","IN","NG_Others",2024,0
"Atlantis_00A","IN","NG_Others",2025,0
"Atlantis_00A","IN","NG_Others",2026,0
"Atlantis_00A","IN","NG_Others",2027,0
"Atlantis_00A","IN","NG_Others",2028,0
"Atlantis_00A","IN","NG_Others",2029,0
"Atlantis_00A","IN","NG_Others",2030,0
"Atlantis_00A","IN","NG_Others",2031,0
"Atlantis_00A","IN","NG_Others",2032,0
"Atlantis_00A","IN","NG_Others",2033,0
"Atlantis_00A","IN","NG_Others",2034,0
"Atlantis_00A","IN","NG_Others",2035,0
"Atlantis_00A","IN","NG_Others",2036,0
"Atlantis_00A","IN","NG_Others",2037,0
"Atlantis_00A","IN","NG_Others",2038,0
"Atlantis_00A","IN","NG_Others",2039,0
"Atlantis_00A","IN","NG_Others",2040,0
"Atlantis_00A","IN","NG_Others",2041,0
"Atlantis_00A","IN","NG_Others",2042,0
"Atlantis_00A","IN","NG_Others",2043,0
"Atlantis_00A","IN","NG_Others",2044,0
"Atlantis_00A","IN","NG_Others",2045,0
"Atlantis_00A","IN","NG_Others",2046,0
"Atlantis_00A","IN","NG_Others",2047,0
"Atlantis_00A","IN","NG_Others",2048,0
"Atlantis_00A","IN","NG_Others",2049,0
"Atlantis_00A","IN","NG_Others",2050,0
"Atlantis_00A","IN","NG_Others",2051,0
"Atlantis_00A","IN","NG_Others",2052,0
"Atlantis_00A","IN","NG_Others",2053,0
"Atlantis_00A","IN","NG_Others",2054,0
"Atlantis_00A","IN","NG_Others",2055,0
"Atlantis_00A","IN","NG_Residential",2014,0
"Atlantis_00A","IN","NG_Residential",2015,0
"Atlantis_00A","IN","NG_Residential",2016,0
"Atlantis_00A","IN","NG_Residential",2017,0
"Atlantis_00A","IN","NG_Residential",2018,0
"Atlantis_00A","IN","NG_Residential",2019,0
"Atlantis_00A","IN","NG_Residential",2020,0
"Atlantis_00A","IN","NG_Residential",2021,0
"Atlantis_00A","IN","NG_Residential",2022,0
"Atlantis_00A","IN","NG_Residential",2023,0
"Atlantis_00A","IN","NG_Residential",2024,0
"Atlantis_00A","IN","NG_Residential",2025,0
"Atlantis_00A","IN","NG_Residential",2026,0
"Atlantis_00A","IN","NG_Residential",2027,0
"Atlantis_00A","IN","NG_Residential",2028,0
"Atlantis_00A","IN","NG_Residential",2029,0
"Atlantis_00A","IN","NG_Residential",2030,0
"Atlantis_00A","IN","NG_Residential",2031,0
"Atlantis_00A","IN","NG_Residential",2032,0
"Atlantis_00A","IN","NG_Residential",2033,0
"Atlantis_00A","IN","NG_Residential",2034,0
"Atlantis_00A","IN","NG_Residential",2035,0
"Atlantis_00A","IN","NG_Residential",2036,0
"Atlantis_00A","IN","NG_Residential",2037,0
"Atlantis_00A","IN","NG_Residential",2038,0
"Atlantis_00A","IN","NG_Residential",2039,0
"Atlantis_00A","IN","NG_Residential",2040,0
"Atlantis_00A","IN","NG_Residential",2041,0
"Atlantis_00A","IN","NG_Residential",2042,0
"Atlantis_00A","IN","NG_Residential",2043,0
"Atlantis_00A","IN","NG_Residential",2044,0
"Atlantis_00A","IN","NG_Residential",2045,0
"Atlantis_00A","IN","NG_Residential",2046,0
"Atlantis_00A","IN","NG_Residential",2047,0
"Atlantis_00A","IN","NG_Residential",2048,0
"Atlantis_00A","IN","NG_Residential",2049,0
"Atlantis_00A","IN","NG_Residential",2050,0
"Atlantis_00A","IN","NG_Residential",2051,0
"Atlantis_00A","IN","NG_Residential",2052,0
"Atlantis_00A","IN","NG_Residential",2053,0
"Atlantis_00A","IN","NG_Residential",2054,0
"Atlantis_00A","IN","NG_Residential",2055,0
"Atlantis_00A","IN","NG_Services",2014,0
"Atlantis_00A","IN","NG_Services",2015,0
"Atlantis_00A","IN","NG_Services",2016,0
"Atlantis_00A","IN","NG_Services",2017,0
"Atlantis_00A","IN","NG_Services",2018,0
"Atlantis_00A","IN","NG_Services",2019,0
"Atlantis_00A","IN","NG_Services",2020,0
"Atlantis_00A","IN","NG_Services",2021,0
"Atlantis_00A","IN","NG_Services",2022,0
"Atlantis_00A","IN","NG_Services",2023,0
"Atlantis_00A","IN","NG_Services",2024,0
"Atlantis_00A","IN","NG_Services",2025,0
"Atlantis_00A","IN","NG_Services",2026,0
"Atlantis_00A","IN","NG_Services",2027,0
"Atlantis_00A","IN","NG_Services",2028,0
"Atlantis_00A","IN","NG_Services",2029,0
"Atlantis_00A","IN","NG_Services",2030,0
"Atlantis_00A","IN","NG_Services",2031,0
"Atlantis_00A","IN","NG_Services",2032,0
"Atlantis_00A","IN","NG_Services",2033,0
"Atlantis_00A","IN","NG_Services",2034,0
"Atlantis_00A","IN","NG_Services",2035,0
"Atlantis_00A","IN","NG_Services",2036,0
"Atlantis_00A","IN","NG_Services",2037,0
"Atlantis_00A","IN","NG_Services",2038,0
"Atlantis_00A","IN","NG_Services",2039,0
"Atlantis_00A","IN","NG_Services",2040,0
"Atlantis_00A","IN","NG_Services",2041,0
"Atlantis_00A","IN","NG_Services",2042,0
"Atlantis_00A","IN","NG_Services",2043,0
"Atlantis_00A","IN","NG_Services",2044,0
"Atlantis_00A","IN","NG_Services",2045,0
"Atlantis_00A","IN","NG_Services",2046,0
"Atlantis_00A","IN","NG_Services",2047,0
"Atlantis_00A","IN","NG_Services",2048,0
"Atlantis_00A","IN","NG_Services",2049,0
"Atlantis_00A","IN","NG_Services",2050,0
"Atlantis_00A","IN","NG_Services",2051,0
"Atlantis_00A","IN","NG_Services",2052,0
"Atlantis_00A","IN","NG_Services",2053,0
"Atlantis_00A","IN","NG_Services",2054,0
"Atlantis_00A","IN","NG_Services",2055,0
"Atlantis_00A","IN","NG_Transport",2014,0
"Atlantis_00A","IN","NG_Transport",2015,0
"Atlantis_00A","IN","NG_Transport",2016,0
"Atlantis_00A","IN","NG_Transport",2017,0
"Atlantis_00A","IN","NG_Transport",2018,0
"Atlantis_00A","IN","NG_Transport",2019,0
"Atlantis_00A","IN","NG_Transport",2020,0
"Atlantis_00A","IN","NG_Transport",2021,0
"Atlantis_00A","IN","NG_Transport",2022,0
"Atlantis_00A","IN","NG_Transport",2023,0
"Atlantis_00A","IN","NG_Transport",2024,0
"Atlantis_00A","IN","NG_Transport",2025,0
"Atlantis_00A","IN","NG_Transport",2026,0
"Atlantis_00A","IN","NG_Transport",2027,0
"Atlantis_00A","IN","NG_Transport",2028,0
"Atlantis_00A","IN","NG_Transport",2029,0
"Atlantis_00A","IN","NG_Transport",2030,0
"Atlantis_00A","IN","NG_Transport",2031,0
"Atlantis_00A","IN","NG_Transport",2032,0
"Atlantis_00A","IN","NG_Transport",2033,0
"Atlantis_00A","IN","NG_Transport",2034,0
"Atlantis_00A","IN","NG_Transport",2035,0
"Atlantis_00A","IN","NG_Transport",2036,0
"Atlantis_00A","IN","NG_Transport",2037,0
"Atlantis_00A","IN","NG_Transport",2038,0
"Atlantis_00A","IN","NG_Transport",2039,0
"Atlantis_00A","IN","NG_Transport",2040,0
"Atlantis_00A","IN","NG_Transport",2041,0
"Atlantis_00A","IN","NG_Transport",2042,0
"Atlantis_00A","IN","NG_Transport",2043,0
"Atlantis_00A","IN","NG_Transport",2044,0
"Atlantis_00A","IN","NG_Transport",2045,0
"Atlantis_00A","IN","NG_Transport",2046,0
"Atlantis_00A","IN","NG_Transport",2047,0
"Atlantis_00A","IN","NG_Transport",2048,0
"Atlantis_00A","IN","NG_Transport",2049,0
"Atlantis_00A","IN","NG_Transport",2050,0
"Atlantis_00A","IN","NG_Transport",2051,0
"Atlantis_00A","IN","NG_Transport",2052,0
"Atlantis_00A","IN","NG_Transport",2053,0
"Atlantis_00A","IN","NG_Transport",2054,0
"Atlantis_00A","IN","NG_Transport",2055,0
"Atlantis_00A","SD","BM",2014,0
"Atlantis_00A","SD","BM",2015,0
"Atlantis_00A","SD","BM",2016,0
"Atlantis_00A","SD","BM",2017,0
"Atlantis_00A","SD","BM",2018,0
"Atlantis_00A","SD","BM",2019,0
"Atlantis_00A","SD","BM",2020,0
"Atlantis_00A","SD","BM",2021,0
"Atlantis_00A","SD","BM",2022,0
"Atlantis_00A","SD","BM",2023,0
"Atlantis_00A","SD","BM",2024,0
"Atlantis_00A","SD","BM",2025,0
"Atlantis_00A","SD","BM",2026,0
"Atlantis_00A","SD","BM",2027,0
"Atlantis_00A","SD","BM",2028,0
"Atlantis_00A","SD","BM",2029,0
"Atlantis_00A","SD","BM",2030,0
"Atlantis_00A","SD","BM",2031,0
"Atlantis_00A","SD","BM",2032,0
"Atlantis_00A","SD","BM",2033,0
"Atlantis_00A","SD","BM",2034,0
"Atlantis_00A","SD","BM",2035,0
"Atlantis_00A","SD","BM",2036,0
"Atlantis_00A","SD","BM",2037,0
"Atlantis_00A","SD","BM",2038,0
"Atlantis_00A","SD","BM",2039,0
"Atlantis_00A","SD","BM",2040,0
"Atlantis_00A","SD","BM",2041,0
"Atlantis_00A","SD","BM",2042,0
"Atlantis_00A","SD","BM",2043,0
"Atlantis_00A","SD","BM",2044,0
"Atlantis_00A","SD","BM",2045,0
"Atlantis_00A","SD","BM",2046,0
"Atlantis_00A","SD","BM",2047,0
"Atlantis_00A","SD","BM",2048,0
"Atlantis_00A","SD","BM",2049,0
"Atlantis_00A","SD","BM",2050,0
"Atlantis_00A","SD","BM",2051,0
"Atlantis_00A","SD","BM",2052,0
"Atlantis_00A","SD","BM",2053,0
"Atlantis_00A","SD","BM",2054,0
"Atlantis_00A","SD","BM",2055,0
